{27, 26, 25, 1, 28, 22, 23, 24, 2, 29, 21, 9, 8, 7, 3, 30, 20, 18, 10, 11, 6, 4, 31, 19, 17, 16, 12, 5, 32, 33, 34, 15, 13, 37, 36, 35, 14},
{0, 0, 0, 9, 0, 0, 29, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 33, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0},
{27, 28, 10, 9, 26, 30, 29, 11, 8, 25, 31, 32, 12, 7, 5, 24, 35, 34, 33, 13, 6, 4, 23, 36, 16, 15, 14, 3, 22, 37, 17, 18, 2, 21, 20, 19, 1},
{0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 5, 26, 0, 22, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0},
{1, 19, 18, 17, 2, 20, 36, 37, 16, 4, 3, 21, 35, 33, 15, 5, 26, 25, 22, 34, 32, 14, 6, 27, 24, 23, 31, 13, 7, 28, 29, 30, 12, 8, 9, 10, 11},
{0, 0, 0, 14, 24, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 34, 0, 0, 28, 0, 0, 0, 5, 0, 0, 0, 0},
{23, 16, 15, 14, 24, 22, 17, 13, 1, 25, 21, 18, 12, 9, 2, 26, 20, 19, 11, 10, 8, 3, 27, 32, 33, 34, 7, 4, 28, 31, 35, 6, 5, 29, 30, 36, 37},
{0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 37, 0, 9, 13, 25, 0, 0, 3, 0, 0, 0, 0, 0},
{20, 19, 18, 17, 21, 31, 32, 33, 16, 22, 30, 35, 34, 11, 15, 23, 29, 36, 1, 10, 12, 14, 24, 28, 37, 2, 9, 13, 25, 27, 4, 3, 8, 26, 5, 6, 7},
{0, 0, 0, 0, 0, 0, 24, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 0, 5, 0, 0, 0, 0},
{26, 25, 18, 17, 36, 27, 24, 19, 16, 37, 35, 28, 23, 20, 15, 33, 34, 29, 10, 22, 21, 14, 32, 30, 9, 11, 12, 13, 31, 8, 7, 6, 5, 1, 2, 3, 4},
{0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 20, 0, 0, 0, 0, 0, 0, 12, 1, 0, 0, 0, 0, 0},
{25, 26, 27, 28, 24, 36, 35, 34, 29, 23, 37, 4, 5, 33, 30, 22, 19, 18, 3, 6, 32, 31, 21, 20, 17, 2, 7, 8, 15, 16, 12, 1, 9, 14, 13, 11, 10},
{0, 0, 0, 0, 5, 0, 0, 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 18, 0, 32, 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 0, 0},
{4, 3, 2, 1, 5, 6, 7, 8, 9, 34, 35, 36, 37, 19, 10, 33, 31, 23, 22, 20, 18, 11, 32, 30, 24, 21, 17, 12, 28, 29, 25, 16, 13, 27, 26, 15, 14},
{0, 0, 0, 0, 0, 14, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 7, 0, 32, 0, 22, 0, 0, 0, 0},
{12, 13, 16, 17, 11, 14, 15, 1, 18, 10, 4, 3, 2, 37, 19, 9, 5, 29, 30, 35, 36, 20, 8, 6, 28, 31, 34, 21, 7, 27, 32, 33, 22, 26, 25, 24, 23},
{0, 0, 0, 0, 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 12, 0, 0, 0},
{27, 28, 29, 30, 26, 22, 37, 36, 31, 25, 23, 21, 20, 35, 32, 1, 24, 4, 5, 19, 34, 33, 2, 3, 9, 6, 18, 17, 11, 10, 8, 7, 16, 12, 13, 14, 15},
{0,0,0,0, 0,17,0,14,0, 0,0,0,0,0,0, 0,0,0,0,0,0,0, 8,4,0,0,25,0, 0,0,35,0,30, 0,0,0,0},
{18, 19, 20, 21, 1, 17, 15, 14, 22, 6, 2, 16, 13, 23, 27, 7, 5, 3, 12, 24, 26, 28, 8, 4, 11, 34, 25, 29, 9, 10, 35, 33, 30, 37, 36, 32, 31},
{0,0,25,0, 0,0,0,31,0, 0,35,0,0,0,0, 0,0,6,0,0,18,0, 0,0,0,0,0,0, 0,0,0,0,12, 2,0,0,0},
{27, 26, 25, 24, 28, 29, 30, 31, 23, 36, 35, 34, 33, 32, 22, 37, 5, 6, 16, 17, 18, 21, 4, 7, 15, 14, 19, 20, 3, 8, 9, 13, 12, 2, 1, 10, 11},
